年 year
插秧 transplanting
羽扇 lupine
針孔 pinhole
口渴 thirst
口渴 thirsty
花椰菜 broccoli
花椰菜 cauliflower
狂躁 manic
沙啞 hoarse
滑雪板 snowboarding
滑雪板 snowboard
滑雪板 skis
頭暈 dizzy
傾覆 capsized
圍裙 apron
畫布 canvas
掙 earn
恫嚇 intimidation
芫荽 coriander
蘆筍 asparagus
不耐煩 impatient
不耐煩 impatience
眩暈 dizziness
眩暈 vertigo
眩暈 stun
฿ ฿
恩澤 bliss
凸輪 cams
凸輪 cam
騾 mule
∃ ∃
短打 bunt
閃電戰 blitz
閃電戰 blitzkrieg
沈積 sedimentation
沈積 deposition
沈積 sediment
長椅 bench
清潔劑 detergent
畫筆 brushes
兩極化 polarization
十月份 october
車床 lathe
凸面 convex
飛毛腿 scud
飛毛腿 speedy
海盆 basin
人渣 scumbag
噎 choke
織機 loom
倦怠 burnout
葉酸 folate
叉子 fork
古柯 coca
堆肥 composting
堆肥 compost
多愁善感 sentimental
斑駁 bamber
野鴨 mallard
熟語 idiom
聽著 listen
洗衣服 laundry
鬼火 wildfire
紅樹 mangrove
紅樹 mangroves
社署 swd
軟糖 fudge
凶案 homicide
服務台 helpdesk
服務台 desk
滲出 seepage
預製 prefabricated
預製 precast
叫囂 clamour
麵團 dough
口哨 whistle
口哨 whistles
咒罵 cursing
傷員 casualty
水餃 dumplings
水餃 dumpling
吝嗇 stingy
煮飯 cooking
護目鏡 goggles
絕熱 adiabatic
震懾 deterrence
單方 unilateral
單方 unilaterally
拼貼 collage
瑣事 trivia
神經質 neurotic
虛無主義 nihilism
白內障 cataracts
白內障 cataract
弄臣 jester
早產 premature
吽 mangalam
假牙 dentures
生鏽 rusty
生鏽 rust
婦科 gynaecological
婦科 gynaecology
婦科 gynecologist
狐狸精 vixen
窗台 ledge
議價 bargaining
議價 bargain
頭疼 headaches
頭疼 headache
風濕 rheumatism
小腦 cerebellum
吉普賽人 gypsy
吉普賽人 gypsies
硼砂 borax
卡特爾 cartels
卡特爾 cartel
不偏不倚 impartial
不偏不倚 impartiality
希伯來人 hebrews
污垢 dirt
脫衣 strip
雞腿 drumstick
破傷風 tetanus
淋病 gonorrhea
收款 receipts
ñ ñ
規約 statute
製造廠商 manufacturer
溫順 docile
溫順 meek
過渡性 transitional
貪心 greedy
冷冷 cold
折舊 depreciated
折舊 depreciation
減損 derogation
逆差 deficit
與世隔絕 isolation
與世隔絕 isolated
與世隔絕 secluded
ð eth
失重 weightless
失重 weightlessness
二分法 dichotomy
輪班 shifts
輪班 shift
玩物 plaything
質樸 rustic
氯霉素 chloramphenicol
支點 pivot
支點 fulcrum
狂喜 rapture
狂喜 ecstasy
凍傷 frostbite
鈰 cerium
虛榮 vain
虛榮 vanity
美容師 beautician
分期付款 installments
分期付款 installment
蠶室 jamsil
錘子 hammer
流程圖 flowchart
燈具 lamps
托盤 tray
托盤 trays
凱歌 kaige
午飯 lunch
騎手 riders
騎手 rider
從屬關係 affiliation
鬆餅 muffin
不作為 inactivity
不作為 omission
不作為 inaction
嬌妻 stepford
依賴性 dependency
依賴性 dependence
駁船 barges
駁船 barge
麻袋 sacks
麻袋 sack
娃娃臉 babyface
厭食症 anorexic
厭食症 anorexia
體面 decent
個性化 personalized
個性化 personalize
昄 masjed
緒形 ogata
榆樹 elm
賓果 bingo
啞巴 mute
濾過 filtered
掃把 broom
浮標 buoys
浮標 buoy
香皂 soap
六月份 june
幻滅 disillusionment
進口商 importer
進口商 importers
病理學家 pathologist
病理學家 pathologists
各局 bureaux
鵪鶉 quail
鵪鶉 quails
臍帶 cord
鐨 fermium
ò ò
誘捕 entrapment
誘捕 trapping
波導 waveguide
喪鐘 deathstroke
白熾燈 incandescent
縫紉 sewing
縫紉 stitching
試演 auditions
試演 audition
梱 riko
滾筒 roller
打雷 thunder
飛蛾 moth
飛蛾 moths
刨冰 smoothie
腦子 brains
腦子 brain
怪癖 quirks
鐵砧 anvil
籬笆 fence
軍械庫 armory
軍械庫 armoury
木柴 firewood
領結 tie
助產 midwifery
徵象 indicia
加班費 overtime
專論 monographs
專論 monograph
五月份 may
裝訂 bind
裝訂 binding
裝訂 staple
烝 susumu
怯懦 cowardice
散光 astigmatism
浮萍 duckweed
客觀性 objectivity
調音 tuning
深奧 esoteric
吊燈 chandelier
訂位 booking
花環 wreaths
花環 wreath
惡習 vices
蚜蟲 aphids
改期 rescheduled
隨員 attaché
隨員 attachés
蔓生 sprawl
膽囊 gallbladder
朓 tiao
梨果 pear
低血壓 hypotension
抹茶 matcha
黃疸 jaundice
樓梯間 stairwell
貂皮 mink
痛惜 deploring
泥漿 mud
吊帶 suspenders
隆隆 rumble
隆隆 rumbling
通風口 vent
通風口 vents
⊗ ⊗
功利主義 utilitarian
前哨站 outpost
筆尖 nib
冷卻器 chiller
扎實 solid
園丁 gardener
類人猿 apes
刀疤 scar
鬥雞 cockfight
飛漲 skyrocketing
心疼 pained
č č
腳步聲 footsteps
無憂無慮 carefree
累進 progressive
毯子 blanket
抽屜 drawer
懸念 suspense
手無寸鐵 unarmed
撤資 divestment
ō omega
暖氣 heating
呸 yuck
滑桿 slider
腰果 cashew
黏黏 sticky
工頭 foreman
重擔 burden
驅邪 exorcism
靈車 hearse
溢位 overflow
溢位 spills
有神論 theistic
斷奶 weaning
斜邊 hypotenuse
指頭 finger
特價 specials
銅幣 coppers
午睡 nap
午睡 napping
午睡 siesta
ū ū
殘渣 residue
殘渣 residues
鑽井 drilling
û û
九月份 september
自願性 voluntary
無痛 painless
紙板 cardboard
蛀牙 cavities
叛亂份子 insurgents
叛亂份子 rebels
準備金 reserves
準備金 reserve
贓物 swag
集思廣益 brainstorming
∇ ∇
宿醉 hangover
緘默 silence
一瞥 glimpse
砍刀 machete
苦思 mulling
未決 outstanding
減法 subtraction
鱘魚 sturgeon
狂徒 fanatics
揮手 wave
鉸鏈 hinge
鉸鏈 hinges
瀰漫性 diffuse
黃油 butter
君主政體 monarchy
撫育 upbringing
讀數 readings
驗屍官 coroner
道德觀 morality
無能力 inability
貞潔 chastity
打噴嚏 sneezes
打噴嚏 sneezing
打噴嚏 sneeze
腸炎 enteritis
難以捉摸 elusive
愛哭鬼 crybaby
毛茸茸 furry
毛茸茸 fluffy
毛茸茸 shaggy
伊斯蘭堡 islamabad
文鳥 mannikin
鋤頭 hoe
鋤頭 hoes
霓虹燈 neon
絆倒 tripping
絆倒 tripped
番石榴 guava
金砂 sands
蓋章 stamp
卸貨 unloading
酥脆 crispy
鯛魚 snapper
贍養費 alimony
治外法權 extraterritoriality
相輔相成 complementarity
相輔相成 complementary
騎車 cycling
吃素 vegetarian
試金石 touchstone
水壺 canteen
水壺 kettle
雪利酒 sherry
熔爐 furnace
熔爐 crucible
熔爐 furnaces
櫃子 cabinets
櫃子 cupboard
襯衣 shirt
雄辯 eloquence
雄辯 eloquent
試用期 probation
奶嘴 pacifier
牛蛙 bullfrog
抹布 rag
抹布 wipes
退役軍人 veterans
沙袋 sandbags
木屑 sawdust
史冊 annals
採摘 picking
節假日 holidays
暴發 outbreak
敲詐 blackmail
敲詐 extortion
生魚片 sashimi
似曾相識 vu
馬戲 circus
陣雨 showers
更寬 wider
狡詐 cunning
木樁 stake
民主政體 democracies
鐵絲 wire
ℓ ℓ
三重唱 trio
助產士 midwives
助產士 midwife
粗心 carelessness
粗心 careless
鏈條 chains
鏈條 chain
偽善 hypocritical
偽善 hypocrisy
痴呆症 dementia
直尺 straightedge
激進份子 radicals
牢不可破 unbreakable
繼電器 relays
繼電器 relay
紗布 gauze
紗布 bandage
節食 dieting
節食 diet
旋鈕 knob
膠水 glue
誘人 enticing
誘人 tempting
金剛石 diamond
車燈 headlight
車燈 headlights
分節 subsection
番茄醬 ketchup
冒泡 bubbling
滑翔翼 glider
便便 poo
便便 poop
ù ù
仙丹 elixir
直升飛機 helicopter
直升飛機 helicopters
鏟除 eradication
鳴叫 tweet
鳴叫 chirping
鷓鴣 partridge
優生 eugenic
哇哇 wow
覆盆子 raspberries
覆盆子 raspberry
悼詞 eulogy
爛攤子 mess
詭辯 sophistry
葡萄乾 raisins
葡萄乾 raisin
胃炎 gastritis
雜食 omnivore
口糧 rations
口糧 ration
緊身衣 tights
保固 warranty
竊賊 thieves
訴狀 pleadings
冷凝器 condenser
馬陸 malu
₩ ₩
淬火 quenching
耳鳴 tinnitus
流汗 sweating
流汗 sweat
悔過 repentance
悔過 repent
銠 rhodium
排他 exclusive
排他 exclusivity
有價證券 securities
精疲力竭 exhausted
鋸木廠 sawmill
殘局 endgame
圓桌會議 roundtable
麻醉藥 anesthetic
麻醉藥 anaesthetic
ħ ħ
陰囊 scrotum
明目張膽 blatant
明目張膽 flagrant
哀怨 whiny
年鑒 yearbook
年鑒 almanac
年鑒 yearbooks
鬱悶 depressed
叛亂分子 insurgents
叛亂分子 rebels
叛亂分子 rebel
進貨 restock
沼氣 biogas
沼氣 methane
蠶絲 silk
一巴掌 slap
履帶式 crawler
ʃ ʃ
卷毛 curly
息肉 polyp
小費 tips
小費 tip
輕騎兵 hussar
綁縛 bondage
換羽 plumage
勞力士 rolex
沈重 heavy
櫥櫃 cabinets
櫥櫃 cupboard
櫥櫃 cupboards
鉤針 crochet
蚊蟲 mosquito
蚊蟲 mosquitoes
親暱 intimacy
媒婆 matchmaker
毀容 disfigured
說書人 storyteller
黯然失色 overshadowed
黯然失色 eclipsed
卡介苗 bcg
虹吸 siphon
啓蒙 enlightenment
刷子 brushes
漱口 rinse
乘數 multipliers
乘數 multiplier
褲襪 pantyhose
偏頭痛 migraine
偏頭痛 migraines
茶匙 teaspoon
畠 tasuku
無線電廣播 radio
燈柱 lamppost
凸緣 flange
施捨 alms
粉筆 chalk
單身漢 bachelor
單身漢 bachelors
盥洗室 lavatories
搖搖欲墜 crumbling
搖搖欲墜 shaky
除草劑 herbicides
除草劑 herbicide
床墊 mattresses
床墊 mattress
休耕 fallow
噪聲 noise
娘娘腔 sissy
電話簿 phonebook
遲疑 hesitate
可蘭經 koran
可蘭經 quran
推桿 putt
氣墊船 hovercraft
鯖魚 mackerel
預審 pretrial
出口商 exporters
出口商 exporter
思鄉 homesick
鳥兒 birds
殘留物 residue
殘留物 remnants
殘留物 residuals
殘留物 residues
應收 receivable
布達拉宮 potala
保險絲 fuses
保險絲 fuse
蛻皮 molting
腹壁 abdominal
威懾 deterrent
威懾 deterrence
籃板球 rebound
籃板球 rebounds
針筒 syringe
奶媽 nana
奶媽 nanny
漁獲量 catches
壓路機 steamroller
壓路機 rollers
ş ş
漠不關心 indifferent
米黃色 beige
偷聽 eavesdropping
消防隊員 fireman
初潮 menarche
打嗝 hiccups
打嗝 burp
呼氣 breath
誣蔑 slander
毛孔 pore
毛孔 pores
降壓 buck
病蟲害 pest
貨架 shelf
貨架 shelves
湯頭 tonto
競價 bidding
做飯 cook
做飯 cooking
𨭆 hassium
信士 believers
銩 thulium
香芹 parsley
成堆 piles
偽君子 hypocrite
鵝卵石 pebbles
鵝卵石 pebble
動脈瘤 aneurysm
禁足 grounded
毒刺 stinger
甄別 screening
紅燒 braised
自流 artesian
空轉 idling
釕 ruthenium
涼鞋 sandal
涼鞋 sandals
銷魂 ecstasy
泥鰍 loach
擦鞋 shoeshine
頓悟 epiphany
違禁 forbidden
標量 scalar
提綱 outline
傾銷 dumping
健美操 aerobics
寄宿生 boarders
門牙 incisor
搪塞 runaround
親和性 affinity
暗房 darkroom
吹哨 whistle
趾骨 phalanges
鐘乳石 stalactite
振蕩 oscillation
紅莓 cranberry
雙胞 twin
自誇 boast
異想天開 whimsical
礙眼 eyesore
煩人 annoying
有利可圖 profitable
動產 chattel
動產 movable
鳾 nuthatch
破敗 rundown
澆水 watering
雞皮疙瘩 goosebumps
苗條 slim
苗條 slender
紙巾 tissue
針頭 needles
消費量 consumption
素性 primality
避孕藥 pill
墨魚 cuttlefish
歸檔 archiving
歸檔 filing
歸檔 archive
喉炎 croup
聚光燈 limelight
聚光燈 spotlight
會陰 perineum
暗流 undercurrent
壞血病 scurvy
夾板 splint
悸動 throbbing
毒理學 toxicological
𨭎 seaborgium
漁網 nets
牙籤 toothpick
禁慾 abstinence
糖精 saccharin
悲嘆 lament
炊具 cookers
炊具 cooker
脫氧 deoxy
款額 amounts
款額 amount
離心機 centrifuge
離心機 centrifuges
呼嚕 oink
濕疹 eczema
磨床 grinder
泳褲 swimwear
泳褲 swimsuit
產前 prenatal
粉刺 acne
歡呼聲 cheers
鱥 dace
屠宰場 slaughterhouses
屠宰場 abattoir
屠宰場 slaughterhouse
對口 counterpart
猩紅 scarlet
蜇 stung
蜇 sting
王八蛋 bastard
對立面 opposites
項鏈 necklace
確證 corroboration
確證 corroborating
淫蕩 lewd
飽和度 saturation
支脈 offshoot
疏濬 dredging
疏濬 dredge
地物 features
夜鶯 nightingale
鉿 hafnium
溫床 hotbed
溫床 hotbeds
燒結 sintering
農奴制 serfdom
⊥ ⊥
舯 amidships
僵直 rigor
錯位 mangled
錯位 dislocated
錯位 misfit
錯位 misplaced
退稅 rebate
陰唇 labia
化裝 disguise
欣喜若狂 ecstatic
跛腳 lame
被壓迫 oppressed
耳聾 deaf
貶損 derogatory
消耗品 consumables
消耗品 expendable
主治醫生 attending
醜八怪 ugly
眼線 eyeliner
黑麥 rye
嗡嗡 buzzing
奶昔 milkshake
鎮靜劑 sedative
重婚 bigamy
速記 shorthand
銀器 silverware
粗鄙 coarse
立足點 foothold
庫藏 treasuries
鈣化 calcification
腹膜炎 peritonitis
辰夫 tatsuo
加熱器 heaters
加熱器 heater
馬廄 stable
馬廄 stables
õ õ
優越性 superiority
地層下陷 subsidence
警覺性 alertness
沈思 meditating
沈思 contemplation
麻醉劑 anesthetic
麻醉劑 anesthesia
肉汁 gravy
調色盤 palette
優越感 superiority
乳脂 butterfat
顛簸 bumps
吱吱 squeaking
吱吱 zee
訃告 obituary
訃告 obituaries
馬蹄鐵 horseshoe
洩氣 discouraged
內陸國 landlocked
熏蒸 fumigation
憤世嫉俗 cynical
警笛 siren
和藹可親 affable
奸商 profiteers
空中飛人 trapeze
強姦罪 rape
槌子 gavel
回旋曲 rondo
原生動物 protozoa
浸潤 wetting
飢饉 famine
響板 castanets
書信往來 correspondence
胎記 birthmark
腳踏板 pedals
冷卻劑 coolant
胸肌 pecs
啓示 revelation
倒錯 perversions
誤診 misdiagnosis
踴 odori
凶殺案 homicide
利己主義 egoism
輕描淡寫 understatement
接縫 seams
接縫 seam
試管嬰兒 ivf
ę ę
小瓶 vial
拾荒者 scavengers
愛撫 caressing
愛撫 caress
草裙舞 hula
躊躇 wiggles
納妾 concubinage
結餘 balance
結餘 balances
網膜 omentum
明膠 gelatin
肉丸 meatball
肉丸 meatballs
奇巧 kitkat
鼓舞人心 inspirational
別針 pin
雞精 smut
檠 pinnata
麻木不仁 insensitive
弱視 amblyopia
不管怎樣 anyway
花栗鼠 chipmunk
花栗鼠 chipmunks
ś ś
震顫 tremors
喧囂 hustle
牙齦 gums
加冕典禮 coronation
討價還價 bargaining
討價還價 bargain
法理學 jurisprudence
足智多謀 resourceful
評註 commentaries
講壇 pulpit
講壇 rostrum
黏膠 glue
衣架 hanger
衣架 hangers
đ đ
婦聯 fmc
訂約 contracting
耳膜 eardrums
直言不諱 outspoken
花臉 stripes
簿記 bookkeeping
勾勾 hook
飛奔 scoot
括約肌 sphincter
鶥 babbler
權宜之計 expediency
螢石 fluorite
呆滯 sluggish
商譽 goodwill
飢渴 horny
山溝 ravine
ʒ ezh
拖網 trawling
拖網 trawl
拖網 trawls
利尿劑 diuretic
心絞痛 angina
拖把 mop
慣犯 recidivism
拉鏈 zipper
鑄件 castings
纏結 entanglement
不孕症 infertility
反胃 nausea
扶搖直上 skyrocket
遺贈 bequeath
遺贈 legacy
遺贈 bequest
遺贈 legacies
雨點 raindrops
動脈硬化 arteriosclerosis
小農 smallholders
負擔得起 affordable
瓦罐 crock
散裝 bulk
血塊 clot
寢具 bedding
幾率 odds
ć ć
懊惱 chagrin
表土 topsoil
兒科醫生 pediatrician
臥房 bedroom
寡頭政治 oligarchy
ɣ ɣ
書桌 desks
書桌 desk
挫傷 bruising
承銷 underwriting
發霉 moldy
同義字 synonym
同義字 synonyms
麩 bran
誠人 makoto
癡呆症 dementia
檸檬汁 lemonade
救生船 lifeboat
莢果 legume
色彩繽紛 colourful
色彩繽紛 colorful
œ œ
ª ª
矯形 orthopedic
矯形 orthopaedic
殘餘物 residue
殘餘物 residues
蟲害 infestation
蟲害 pest
蟲害 pests
腸子 intestine
腸子 intestines
反芻 ruminant
借方 debit
過氧化物 peroxide
攤牌 showdown
騾子 mule
肺氣腫 emphysema
匪幫 gangsta
管弦樂隊 orchestra
管管 pipe
稱贊 compliment
稱贊 praise
瘸子 cripple
耳垢 earwax
淒涼 bleak
煙塵 soot
裙帶關係 nepotism
馬拉開波 maracaibo
盧薩卡 lusaka
塏 gae
等離子體 plasma
上籃 layup
凹痕 dents
鼻屎 booger
木槌 gavel
貞節 chastity
鏟子 shovels
鏟子 shovel
肉餅 meatloaf
破口大罵 yells
墨盒 cartridges
豆莢 pods
聘禮 dowry
母豬 sow
鳥糞 guano
拉客 soliciting
交戰國 belligerent
交戰國 belligerents
乞討 begging
溜冰鞋 skates
刻刻 carved
崗哨 sentry
反動派 reactionaries
仇怨 grudge
書櫃 bookcases
書櫃 bookcase
興高采烈 cheerfully
樹液 sap
飛濺 splatter
烤爐 oven
ł ł
不可磨滅 indelibly
平行四邊形 parallelogram
椎骨 vertebrae
深不可測 unfathomable
纜繩 cable
沙眼 trachoma
解毒劑 antidote
內科醫生 physician
噴氣機 jets
棉絮 lint
砂鍋 casserole
復審 retrial
始終如一 consistent
彈坑 craters
影印機 copier
發呆 daze
空靈 ethereal
唯心主義 idealism
自命不凡 pretentious
磨難 ordeal
面糊 batter
依偎 snuggle
撒尿 pee
蚊帳 nets
偷獵 poaching
偏執狂 paranoid
偏執狂 paranoia
新婚夫婦 newlyweds
守財奴 miser
胡桃鉗 nutcracker
拼盤 platter
招待會 receptions
招待會 reception
專制主義 authoritarianism
羊皮紙 parchment
不寒而慄 shudder
不寒而慄 chilling
惱火 irritated
睪酮 testosterone
彈片 shrapnel
拉鍊 zipper
拉鍊 zip
郵戳 postmark
郵戳 postmarks
燭台 candlestick
欣欣向榮 thriving
密件 bcc
窩藏 harboring
窩藏 harbouring
喪偶 widowed
吹口哨 whistle
船東 shipowners
船東 shipowner
舒張 diastolic
進餐 dining
輕罪 misdemeanour
莊稼 crops
莊稼 crop
答復 replies
答復 response
臃腫 bloated
二頭肌 bicep
齒輪箱 gearbox
未定義 undefined
宗法制度 patriarchy
噴嚏 sneezes
噴嚏 sneezing
噴嚏 sneeze
灌腸 enema
卡尺 calipers
醫務室 infirmary
仇殺 vendetta
鬆緊 elastic
被剝削 exploited
上訴人 appellant
上訴人 appellants
皮鞭 whips
唱盤 turntables
腹脹 bloating
墊子 mat
墊子 cushion
墊子 mats
睫毛膏 mascara
≅ ≅
鞋帶 laces
虛張聲勢 bluffing
虛張聲勢 bluff
挨餓 starving
睡魔 sandman
連翹 forsythia
藍藻 cyanobacteria
落潮 ebb
獵狗 hound
小苗 seedlings
強姦犯 rapists
強姦犯 rapist
吉卜賽人 gypsy
吉卜賽人 gypsies
畏縮 cringe
掃盲 illiteracy
掃盲 literacy
ľ ľ
心甘情願 willingly
藥膏 ointment
進退兩難 dilemma
獨創性 originality
吐痰 spitting
耳垂 earlobe
金橘 kumquat
捲心菜 cabbage
飛車黨 bikers
曠日持久 protracted
忘恩負義 ungrateful
矢車菊 cornflower
受壓迫 oppressed
門鈴 doorbell
獛 genet
無所畏懼 fearless
耗子 rat
釓 gadolinium
輪播 carousel
柳條 wicker
皮夾 wallet
皮夾 pocketbook
環氧樹脂 epoxy
沈著 composure
面面 noodles
哀號 wails
裝運 shipments
裝運 shipment
磨刀石 whetstone
紀律處分 discipline
泳者 swimmers
蝨子 lice
蝨子 louse
炮仗 firecrackers
炮仗 firecracker
因果報應 karma
含水層 aquifer
含水層 aquifers
鎖匠 locksmith
講台 podium
講台 rostrum
生石灰 quicklime
床鋪 beds
辦事員 clerks
辦事員 clerk
感嘆詞 interjection
直直 straight
痔瘡 hemorrhoids
消毒劑 disinfectant
陣痛 throes
裙帶 crony
魚鰓 gills
浴盆 tub
燈台 menorah
汞合金 amalgam
陰戶 pussy
陰戶 cunt
凡士林 vaseline
譫妄 delirium
供過於求 oversupply
乳溝 cleavage
軟管 hoses
魂靈 spirits
辦公桌 desks
辦公桌 desk
蜂蠟 beeswax
彈簧床 trampoline
吝惜 begrudge
帳蓬 tent
週轉 turnaround
週轉 turnover
漂白劑 bleach
貨源 sourcing
贊美 praise
花腔 coloratura
魚子醬 caviar
躺椅 recliner
